age,gender,nationality,extraversion,agreeableness,conscientiousness,neuroticism,openness,ifPrivacy,frequency
40,Male,Japan,4,5,5,7,5,1,1
40,Male,Japan,4,5,5,7,5,1,1
67,Male,Japan,4,7,6,6,6,1,1
67,Male,Japan,4,7,6,6,6,0,1
67,Male,Japan,4,7,6,6,6,0,1
67,Male,Japan,4,7,6,6,6,0,1
46,Female,British,5,5,5,4,7,1,1
46,Female,British,5,5,5,4,7,0,1
46,Female,British,5,5,5,4,7,0,1
46,Female,British,5,5,5,4,7,0,1
25,Male,British,6,6,6,7,6,1,4
25,Male,British,6,6,6,7,6,0,4
25,Male,British,6,6,6,7,6,1,4
25,Male,British,6,6,6,7,6,0,4
38,Male,Japan,3,6,6,9,8,0,1
38,Male,Japan,3,6,6,9,8,0,1
38,Male,Japan,3,6,6,9,8,0,1
38,Male,Japan,3,6,6,9,8,0,1
28,Male,Japan,7,5,6,8,7,0,0
28,Male,Japan,7,5,6,8,7,0,0
28,Male,Japan,7,5,6,8,7,0,0
28,Male,Japan,7,5,6,8,7,0,0
40,Male,British,3,10,9,7,8,0,2
40,Male,British,3,10,9,7,8,0,2
40,Male,British,3,10,9,7,8,0,2
40,Male,British,3,10,9,7,8,1,2
28,Male,British,3,7,6,9,6,0,0
28,Male,British,3,7,6,9,6,0,0
28,Male,British,3,7,6,9,6,0,0
28,Male,British,3,7,6,9,6,0,0
47,Female,Japan,5,9,8,9,8,1,0
47,Female,Japan,5,9,8,9,8,1,0
47,Female,Japan,5,9,8,9,8,1,0
59,Male,Japan,4,4,6,9,6,0,1
59,Male,Japan,4,4,6,9,6,0,1
59,Male,Japan,4,4,6,9,6,0,1
24,Female,British,3,8,6,9,8,0,3
24,Female,British,3,8,6,9,8,0,3
24,Female,British,3,8,6,9,8,0,3
38,Male,British,5,5,5,4,8,0,0
38,Male,British,5,5,5,4,8,0,0
38,Male,British,5,5,5,4,8,0,0
35,Female,Japan,5,6,5,8,3,1,3
35,Female,Japan,5,6,5,8,3,1,3
35,Female,Japan,5,6,5,8,3,0,3
36,Female,Japan,3,4,8,9,4,0,1
36,Female,Japan,3,4,8,9,4,1,1
36,Female,Japan,3,4,8,9,4,0,1
31,Male,British,3,5,8,7,6,0,1
31,Male,British,3,5,8,7,6,1,1
31,Male,British,3,5,8,7,6,0,1
45,Female,British,6,8,8,6,6,0,1
45,Female,British,6,8,8,6,6,0,1
45,Female,British,6,8,8,6,6,0,1
34,Male,Japan,2,5,5,7,2,0,1
34,Male,Japan,2,5,5,7,2,1,1
34,Male,Japan,2,5,5,7,2,0,1
34,Male,Japan,2,5,5,7,2,1,1
34,Male,Japan,2,5,5,7,2,1,1
34,Male,Japan,2,5,5,7,2,0,1
34,Male,Japan,2,5,5,7,2,0,1
34,Male,Japan,2,5,5,7,2,1,1
34,Male,Japan,2,5,5,7,2,0,1
34,Male,Japan,2,5,5,7,2,1,1
34,Male,Japan,2,5,5,7,2,1,1
34,Male,Japan,2,5,5,7,2,0,1
39,Female,Japan,3,5,10,10,8,1,1
39,Female,Japan,3,5,10,10,8,0,1
39,Female,Japan,3,5,10,10,8,0,1
39,Female,Japan,3,5,10,10,8,0,1
39,Female,Japan,3,5,10,10,8,1,1
39,Female,Japan,3,5,10,10,8,1,1
39,Female,Japan,3,5,10,10,8,0,1
39,Female,Japan,3,5,10,10,8,1,1
39,Female,Japan,3,5,10,10,8,0,1
39,Female,Japan,3,5,10,10,8,1,1
39,Female,Japan,3,5,10,10,8,1,1
39,Female,Japan,3,5,10,10,8,1,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,1,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,1,1
23,Male,British,8,6,4,6,6,0,1
23,Male,British,8,6,4,6,6,0,1
49,Female,British,3,4,5,8,7,1,2
49,Female,British,3,4,5,8,7,0,2
49,Female,British,3,4,5,8,7,0,2
49,Female,British,3,4,5,8,7,0,2
49,Female,British,3,4,5,8,7,0,2
49,Female,British,3,4,5,8,7,0,2
49,Female,British,3,4,5,8,7,0,2
49,Female,British,3,4,5,8,7,1,2
49,Female,British,3,4,5,8,7,0,2
49,Female,British,3,4,5,8,7,1,2
49,Female,British,3,4,5,8,7,0,2
49,Female,British,3,4,5,8,7,0,2
35,Female,Japan,4,5,6,10,5,1,0
35,Female,Japan,4,5,6,10,5,1,0
35,Female,Japan,4,5,6,10,5,1,0
39,Male,Japan,5,4,6,8,7,1,0
39,Male,Japan,5,4,6,8,7,1,0
39,Male,Japan,5,4,6,8,7,1,0
22,Other,British,4,6,7,7,5,1,2
22,Other,British,4,6,7,7,5,0,2
22,Other,British,4,6,7,7,5,0,2
64,Female,British,6,6,10,6,10,1,1
64,Female,British,6,6,10,6,10,1,1
64,Female,British,6,6,10,6,10,0,1
28,Male,Japan,6,5,3,6,4,1,1
30,Male,Japan,7,3,8,7,10,1,2
38,Male,British,8,9,4,8,10,0,4
32,Female,British,2,4,7,10,6,1,0
41,Female,Japan,2,7,5,9,6,0,0
41,Female,Japan,2,7,5,9,6,0,0
41,Female,Japan,2,7,5,9,6,0,0
48,Male,Japan,3,7,4,6,5,0,1
48,Male,Japan,3,7,4,6,5,1,1
48,Male,Japan,3,7,4,6,5,0,1
54,Female,British,5,6,8,9,8,0,1
54,Female,British,5,6,8,9,8,0,1
54,Female,British,5,6,8,9,8,0,1
25,Male,British,6,10,7,6,8,0,1
25,Male,British,6,10,7,6,8,1,1
25,Male,British,6,10,7,6,8,0,1
37,Female,Japan,3,5,6,8,4,0,0
37,Female,Japan,3,5,6,8,4,1,0
37,Female,Japan,3,5,6,8,4,1,0
30,Female,Japan,3,8,7,6,9,0,0
30,Female,Japan,3,8,7,6,9,1,0
30,Female,Japan,3,8,7,6,9,1,0
68,Female,British,8,8,10,4,8,0,1
68,Female,British,8,8,10,4,8,0,1
68,Female,British,8,8,10,4,8,0,1
38,Male,British,4,6,6,10,10,0,2
38,Male,British,4,6,6,10,10,1,2
38,Male,British,4,6,6,10,10,1,2
21,Female,Japan,4,5,8,8,7,1,2
21,Female,Japan,4,5,8,8,7,0,2
21,Female,Japan,4,5,8,8,7,0,2
21,Female,Japan,4,5,8,8,7,0,2
21,Female,Japan,4,5,8,8,7,0,2
21,Female,Japan,4,5,8,8,7,0,2
21,Female,Japan,4,5,8,8,7,0,2
21,Female,Japan,4,5,8,8,7,0,2
21,Female,Japan,4,5,8,8,7,0,2
21,Female,Japan,4,5,8,8,7,0,2
36,Female,Japan,3,6,5,9,4,1,2
36,Female,Japan,3,6,5,9,4,0,2
36,Female,Japan,3,6,5,9,4,0,2
36,Female,Japan,3,6,5,9,4,1,2
36,Female,Japan,3,6,5,9,4,0,2
36,Female,Japan,3,6,5,9,4,0,2
36,Female,Japan,3,6,5,9,4,0,2
36,Female,Japan,3,6,5,9,4,0,2
36,Female,Japan,3,6,5,9,4,0,2
36,Female,Japan,3,6,5,9,4,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
21,Male,British,2,6,6,8,6,0,2
38,Female,British,5,6,5,8,7,1,2
38,Female,British,5,6,5,8,7,0,2
38,Female,British,5,6,5,8,7,0,2
38,Female,British,5,6,5,8,7,1,2
38,Female,British,5,6,5,8,7,0,2
38,Female,British,5,6,5,8,7,1,2
38,Female,British,5,6,5,8,7,1,2
38,Female,British,5,6,5,8,7,0,2
38,Female,British,5,6,5,8,7,0,2
38,Female,British,5,6,5,8,7,1,2
29,Female,Japan,3,6,6,6,8,1,1
29,Female,Japan,3,6,6,6,8,1,1
29,Female,Japan,3,6,6,6,8,0,1
29,Female,Japan,3,6,6,6,8,1,1
29,Female,Japan,3,6,6,6,8,0,1
29,Female,Japan,3,6,6,6,8,0,1
33,Female,Japan,8,3,4,8,8,1,3
33,Female,Japan,8,3,4,8,8,1,3
33,Female,Japan,8,3,4,8,8,1,3
33,Female,Japan,8,3,4,8,8,1,3
33,Female,Japan,8,3,4,8,8,1,3
33,Female,Japan,8,3,4,8,8,1,3
33,Female,Japan,8,3,4,8,8,1,3
31,Male,British,3,7,6,4,5,0,1
31,Male,British,3,7,6,4,5,0,1
31,Male,British,3,7,6,4,5,0,1
31,Male,British,3,7,6,4,5,1,1
31,Male,British,3,7,6,4,5,0,1
31,Male,British,3,7,6,4,5,0,1
31,Male,British,3,7,6,4,5,1,1
31,Male,British,3,7,6,4,5,1,1
34,Male,British,9,6,6,8,9,0,3
34,Male,British,9,6,6,8,9,0,3
34,Male,British,9,6,6,8,9,0,3
34,Male,British,9,6,6,8,9,1,3
34,Male,British,9,6,6,8,9,0,3
34,Male,British,9,6,6,8,9,0,3
34,Male,British,9,6,6,8,9,1,3
41,Female,Japan,2,7,5,9,6,0,0
41,Female,Japan,2,7,5,9,6,0,0
48,Male,Japan,3,7,4,6,5,0,1
48,Male,Japan,3,7,4,6,5,0,1
54,Female,British,5,6,8,9,8,0,1
54,Female,British,5,6,8,9,8,0,1
25,Male,British,6,10,7,6,8,0,1
25,Male,British,6,10,7,6,8,0,1
38,Male,Japan,3,5,4,9,4,1,2
38,Male,Japan,3,5,4,9,4,1,2
38,Male,Japan,3,5,4,9,4,1,2
38,Male,Japan,3,5,4,9,4,1,2
35,Female,Japan,6,6,6,7,6,0,1
35,Female,Japan,6,6,6,7,6,0,1
35,Female,Japan,6,6,6,7,6,0,1
35,Female,Japan,6,6,6,7,6,1,1
32,Female,British,3,5,6,10,8,0,3
32,Female,British,3,5,6,10,8,0,3
32,Female,British,3,5,6,10,8,0,3
57,Female,British,4,6,6,6,6,0,0
57,Female,British,4,6,6,6,6,0,0
57,Female,British,4,6,6,6,6,0,0
32,Female,Japan,4,6,6,9,8,0,1
32,Female,Japan,4,6,6,9,8,1,1
32,Female,Japan,4,6,6,9,8,0,1
32,Female,Japan,4,6,6,9,8,0,1
32,Female,Japan,4,6,6,9,8,0,1
32,Female,Japan,4,6,6,9,8,0,1
32,Female,Japan,4,6,6,9,8,0,1
32,Male,Japan,3,7,7,4,8,0,1
32,Male,Japan,3,7,7,4,8,1,1
32,Male,Japan,3,7,7,4,8,0,1
32,Male,Japan,3,7,7,4,8,0,1
32,Male,Japan,3,7,7,4,8,0,1
32,Male,Japan,3,7,7,4,8,0,1
32,Male,Japan,3,7,7,4,8,0,1
27,Male,British,5,7,9,6,8,0,2
27,Male,British,5,7,9,6,8,0,2
27,Male,British,5,7,9,6,8,0,2
27,Male,British,5,7,9,6,8,0,2
27,Male,British,5,7,9,6,8,0,2
27,Male,British,5,7,9,6,8,0,2
27,Male,British,5,7,9,6,8,0,2
58,Male,British,2,5,5,8,10,0,2
58,Male,British,2,5,5,8,10,0,2
58,Male,British,2,5,5,8,10,0,2
58,Male,British,2,5,5,8,10,0,2
58,Male,British,2,5,5,8,10,0,2
58,Male,British,2,5,5,8,10,0,2
58,Male,British,2,5,5,8,10,0,2
38,Female,Japan,4,5,7,8,9,0,3
38,Female,Japan,4,5,7,8,9,0,3
38,Female,Japan,4,5,7,8,9,0,3
38,Female,Japan,4,5,7,8,9,0,3
52,Male,Japan,4,6,5,8,4,0,1
52,Male,Japan,4,6,5,8,4,0,1
52,Male,Japan,4,6,5,8,4,0,1
52,Male,Japan,4,6,5,8,4,0,1
28,Male,British,8,3,6,5,10,1,0
28,Male,British,8,3,6,5,10,0,0
28,Male,British,8,3,6,5,10,0,0
28,Male,British,8,3,6,5,10,0,0
30,Male,British,5,6,6,6,7,0,1
30,Male,British,5,6,6,6,7,0,1
30,Male,British,5,6,6,6,7,0,1
30,Male,British,5,6,6,6,7,0,1
31,Female,Japan,8,6,7,7,6,1,1
31,Female,Japan,8,6,7,7,6,1,1
53,Female,Japan,7,6,8,5,7,1,2
53,Female,Japan,7,6,8,5,7,1,2
48,Male,British,2,8,4,9,7,0,1
48,Male,British,2,8,4,9,7,0,1
34,Female,British,3,5,6,9,9,1,0
34,Female,British,3,5,6,9,9,1,0
42,Male,Japan,5,5,8,8,7,1,1
33,Female,Japan,5,6,7,10,9,1,1
27,Female,British,8,9,9,6,5,0,3
22,Male,British,5,8,6,7,8,0,0
26,Male,Japan,3,4,6,6,6,1,1
26,Male,Japan,3,4,6,6,6,1,1
42,Female,Japan,4,6,6,9,4,0,1
42,Female,Japan,4,6,6,9,4,1,1
43,Male,British,6,10,7,9,9,1,1
43,Male,British,6,10,7,9,9,1,1
61,Female,British,10,8,10,5,3,0,2
61,Female,British,10,8,10,5,3,0,2
38,Female,Japan,4,6,7,7,10,0,1
38,Female,Japan,4,6,7,7,10,1,1
33,Female,Japan,6,6,6,5,7,0,1
33,Female,Japan,6,6,6,5,7,1,1
31,Female,British,4,8,8,10,6,0,3
31,Female,British,4,8,8,10,6,1,3
36,Female,British,5,4,9,8,9,0,1
36,Female,British,5,4,9,8,9,0,1
41,Female,Japan,4,6,6,8,9,1,2
41,Female,Japan,4,6,6,8,9,0,2
41,Female,Japan,4,6,6,8,9,1,2
49,Male,Japan,6,4,8,6,8,0,2
49,Male,Japan,6,4,8,6,8,0,2
49,Male,Japan,6,4,8,6,8,0,2
36,Male,British,6,3,8,7,9,0,0
36,Male,British,6,3,8,7,9,0,0
36,Male,British,6,3,8,7,9,0,0
30,Male,British,9,10,6,4,9,1,1
30,Male,British,9,10,6,4,9,0,1
30,Male,British,9,10,6,4,9,0,1
29,Female,Japan,5,4,6,8,8,0,2
29,Female,Japan,5,4,6,8,8,1,2
38,Male,Japan,5,4,6,8,7,0,1
38,Male,Japan,5,4,6,8,7,0,1
53,Male,British,3,4,8,4,6,0,1
53,Male,British,3,4,8,4,6,0,1
52,Female,British,5,5,9,6,8,0,3
52,Female,British,5,5,9,6,8,0,3
40,Male,Japan,3,5,4,7,5,0,1
40,Male,Japan,3,5,4,7,5,0,1
40,Male,Japan,3,5,4,7,5,0,1
35,Female,Japan,4,6,7,8,9,1,1
35,Female,Japan,4,6,7,8,9,1,1
35,Female,Japan,4,6,7,8,9,0,1
31,Female,British,9,7,6,9,10,1,2
31,Female,British,9,7,6,9,10,0,2
31,Female,British,9,7,6,9,10,1,2
32,Female,Japan,5,7,7,7,8,0,1
33,Female,Japan,5,6,5,4,9,0,2
37,Male,British,6,6,5,6,6,0,1
71,Female,British,10,7,9,3,10,0,2
30,Female,Japan,4,5,4,8,9,0,3
30,Female,Japan,4,5,4,8,9,1,3
30,Female,Japan,4,5,4,8,9,1,3
30,Female,Japan,4,5,4,8,9,0,3
55,Female,Japan,2,5,5,9,7,0,0
55,Female,Japan,2,5,5,9,7,0,0
55,Female,Japan,2,5,5,9,7,0,0
55,Female,Japan,2,5,5,9,7,0,0
55,Female,Japan,2,5,5,9,7,1,0
23,Male,British,8,8,8,4,8,0,1
23,Male,British,8,8,8,4,8,0,1
23,Male,British,8,8,8,4,8,1,1
23,Male,British,8,8,8,4,8,0,1
30,Male,British,6,8,6,6,6,0,1
30,Male,British,6,8,6,6,6,0,1
30,Male,British,6,8,6,6,6,0,1
30,Male,British,6,8,6,6,6,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
60,Female,Japan,4,6,6,8,7,0,1
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
27,Male,Japan,7,5,3,4,3,0,3
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,0,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,0,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,0,1
22,Female,British,2,6,3,7,7,1,1
22,Female,British,2,6,3,7,7,1,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
38,Male,British,2,4,7,7,6,0,1
49,Male,Japan,4,4,4,8,4,0,0
34,Female,Japan,7,5,7,8,4,1,1
38,Female,British,6,6,7,5,10,1,3
54,Female,British,2,5,7,8,4,1,1
49,Male,Japan,4,4,4,8,4,1,0
49,Male,Japan,4,4,4,8,4,1,0
49,Male,Japan,4,4,4,8,4,1,0
49,Male,Japan,4,4,4,8,4,1,0
49,Male,Japan,4,4,4,8,4,1,0
49,Male,Japan,4,4,4,8,4,1,0
49,Male,Japan,4,4,4,8,4,0,0
49,Male,Japan,4,4,4,8,4,1,0
34,Female,Japan,7,5,7,8,4,1,1
34,Female,Japan,7,5,7,8,4,1,1
34,Female,Japan,7,5,7,8,4,0,1
34,Female,Japan,7,5,7,8,4,1,1
34,Female,Japan,7,5,7,8,4,1,1
34,Female,Japan,7,5,7,8,4,1,1
34,Female,Japan,7,5,7,8,4,0,1
34,Female,Japan,7,5,7,8,4,1,1
38,Female,British,6,6,7,5,10,1,3
38,Female,British,6,6,7,5,10,1,3
38,Female,British,6,6,7,5,10,1,3
38,Female,British,6,6,7,5,10,1,3
38,Female,British,6,6,7,5,10,1,3
38,Female,British,6,6,7,5,10,1,3
38,Female,British,6,6,7,5,10,1,3
38,Female,British,6,6,7,5,10,1,3
54,Female,British,2,5,7,8,4,0,1
54,Female,British,2,5,7,8,4,1,1
54,Female,British,2,5,7,8,4,1,1
54,Female,British,2,5,7,8,4,0,1
54,Female,British,2,5,7,8,4,1,1
54,Female,British,2,5,7,8,4,1,1
54,Female,British,2,5,7,8,4,1,1
54,Female,British,2,5,7,8,4,1,1
46,Female,Japan,9,5,5,6,10,0,0
31,Male,Japan,4,6,6,9,9,0,1
53,Female,British,4,7,8,3,9,0,1
48,Female,British,3,9,8,8,7,0,1
28,Male,Japan,4,5,6,8,7,1,3
28,Male,Japan,4,5,6,8,7,1,3
28,Male,Japan,4,5,6,8,7,1,3
39,Female,Japan,4,6,6,9,10,0,3
39,Female,Japan,4,6,6,9,10,0,3
39,Female,Japan,4,6,6,9,10,0,3
21,Female,British,10,4,4,8,7,0,2
21,Female,British,10,4,4,8,7,0,2
21,Female,British,10,4,4,8,7,0,2
40,Male,British,6,7,9,7,6,0,1
40,Male,British,6,7,9,7,6,0,1
40,Male,British,6,7,9,7,6,0,1
23,Female,Japan,2,6,6,6,8,1,1
23,Female,Japan,2,6,6,6,8,1,1
47,Male,Japan,3,5,10,8,8,1,1
47,Male,Japan,3,5,10,8,8,0,1
23,Male,British,6,6,3,6,5,0,1
23,Male,British,6,6,3,6,5,0,1
58,Male,British,8,8,4,5,6,0,2
58,Male,British,8,8,4,5,6,0,2
25,Male,Japan,3,5,2,10,2,1,0
39,Male,Japan,3,3,10,6,7,1,1
47,Male,British,5,8,10,4,8,0,1
39,Male,British,4,4,5,8,8,0,3
48,Female,Japan,5,7,6,6,7,0,1
48,Female,Japan,5,7,6,6,7,0,1
48,Female,Japan,5,7,6,6,7,1,1
41,Female,Japan,4,5,5,7,10,0,2
41,Female,Japan,4,5,5,7,10,0,2
41,Female,Japan,4,5,5,7,10,1,2
38,Male,British,2,9,9,6,8,0,1
38,Male,British,2,9,9,6,8,0,1
38,Male,British,2,9,9,6,8,0,1
56,Male,British,3,9,4,2,3,0,1
56,Male,British,3,9,4,2,3,0,1
56,Male,British,3,9,4,2,3,0,1
29,Female,Japan,5,4,7,8,7,1,1
51,Male,Japan,2,6,6,8,9,1,2
37,Male,British,2,6,7,8,3,1,1
34,Male,British,4,5,8,6,10,0,1
28,Female,Japan,4,5,4,10,8,0,3
28,Female,Japan,4,5,4,10,8,0,3
28,Female,Japan,4,5,4,10,8,0,3
42,Female,Japan,3,6,5,4,4,0,1
42,Female,Japan,3,6,5,4,4,0,1
42,Female,Japan,3,6,5,4,4,0,1
32,Female,British,6,9,9,3,8,0,2
32,Female,British,6,9,9,3,8,0,2
32,Female,British,6,9,9,3,8,0,2
27,Male,British,4,7,7,10,8,0,0
27,Male,British,4,7,7,10,8,1,0
27,Male,British,4,7,7,10,8,0,0
42,Male,Japan,5,7,7,7,6,0,1
42,Male,Japan,5,7,7,7,6,1,1
52,Male,Japan,5,7,5,9,6,1,1
52,Male,Japan,5,7,5,9,6,1,1
52,Male,Japan,5,7,5,9,6,1,1
34,Female,British,4,6,4,10,7,0,1
34,Female,British,4,6,4,10,7,0,1
58,Male,British,8,9,9,4,10,0,3
58,Male,British,8,9,9,4,10,0,3
39,Female,Japan,4,7,6,7,8,0,2
39,Female,Japan,4,7,6,7,8,0,2
39,Female,Japan,4,7,6,7,8,0,2
39,Female,Japan,4,7,6,7,8,1,2
39,Female,Japan,4,7,6,7,8,0,2
29,Female,Japan,4,7,6,6,4,0,3
29,Female,Japan,4,7,6,6,4,0,3
29,Female,Japan,4,7,6,6,4,0,3
29,Female,Japan,4,7,6,6,4,0,3
29,Female,Japan,4,7,6,6,4,1,3
40,Female,British,7,9,10,4,10,0,4
40,Female,British,7,9,10,4,10,0,4
40,Female,British,7,9,10,4,10,0,4
40,Female,British,7,9,10,4,10,0,4
40,Female,British,7,9,10,4,10,0,4
41,Female,British,6,6,6,6,6,0,1
41,Female,British,6,6,6,6,6,0,1
41,Female,British,6,6,6,6,6,0,1
41,Female,British,6,6,6,6,6,0,1
41,Female,British,6,6,6,6,6,0,1
28,Female,Japan,3,5,4,9,10,1,1
31,Female,British,4,9,9,3,3,0,0
32,Female,British,5,8,9,8,5,0,0
46,Female,Japan,6,5,7,6,6,0,1
46,Female,Japan,6,5,7,6,6,0,1
46,Female,Japan,6,5,7,6,6,1,1
46,Female,Japan,6,5,7,6,6,0,1
46,Female,Japan,6,5,7,6,6,0,1
46,Female,Japan,6,5,7,6,6,0,1
46,Female,Japan,6,5,7,6,6,0,1
46,Female,Japan,6,5,7,6,6,1,1
46,Female,Japan,6,5,7,6,6,1,1
20,Other,Japan,3,5,6,6,7,0,3
20,Other,Japan,3,5,6,6,7,0,3
20,Other,Japan,3,5,6,6,7,1,3
20,Other,Japan,3,5,6,6,7,0,3
20,Other,Japan,3,5,6,6,7,0,3
20,Other,Japan,3,5,6,6,7,0,3
20,Other,Japan,3,5,6,6,7,0,3
20,Other,Japan,3,5,6,6,7,1,3
20,Other,Japan,3,5,6,6,7,1,3
47,Female,British,7,9,8,3,8,0,1
47,Female,British,7,9,8,3,8,0,1
47,Female,British,7,9,8,3,8,0,1
47,Female,British,7,9,8,3,8,0,1
47,Female,British,7,9,8,3,8,0,1
47,Female,British,7,9,8,3,8,0,1
47,Female,British,7,9,8,3,8,0,1
47,Female,British,7,9,8,3,8,0,1
47,Female,British,7,9,8,3,8,0,1
30,Female,British,2,3,7,6,7,0,0
30,Female,British,2,3,7,6,7,0,0
30,Female,British,2,3,7,6,7,1,0
30,Female,British,2,3,7,6,7,0,0
30,Female,British,2,3,7,6,7,0,0
30,Female,British,2,3,7,6,7,0,0
30,Female,British,2,3,7,6,7,0,0
30,Female,British,2,3,7,6,7,1,0
30,Female,British,2,3,7,6,7,1,0
38,Male,Japan,3,6,6,9,8,1,1
38,Male,Japan,3,6,6,9,8,1,1
28,Male,Japan,7,5,6,8,7,0,0
28,Male,Japan,7,5,6,8,7,0,0
40,Male,British,3,10,9,7,8,1,2
40,Male,British,3,10,9,7,8,0,2
28,Male,British,3,7,6,9,6,1,0
28,Male,British,3,7,6,9,6,0,0
37,Female,Japan,10,7,8,3,4,0,4
37,Female,Japan,10,7,8,3,4,0,4
37,Female,Japan,10,7,8,3,4,0,4
37,Female,Japan,10,7,8,3,4,1,4
37,Female,Japan,10,7,8,3,4,0,4
37,Female,Japan,10,7,8,3,4,0,4
46,Female,Japan,6,6,8,8,9,1,1
46,Female,Japan,6,6,8,8,9,1,1
46,Female,Japan,6,6,8,8,9,1,1
46,Female,Japan,6,6,8,8,9,1,1
46,Female,Japan,6,6,8,8,9,1,1
46,Female,Japan,6,6,8,8,9,1,1
22,Female,British,6,5,9,8,8,0,1
22,Female,British,6,5,9,8,8,0,1
22,Female,British,6,5,9,8,8,0,1
22,Female,British,6,5,9,8,8,1,1
22,Female,British,6,5,9,8,8,0,1
22,Female,British,6,5,9,8,8,0,1
33,Male,British,4,4,5,7,8,0,0
33,Male,British,4,4,5,7,8,0,0
33,Male,British,4,4,5,7,8,0,0
33,Male,British,4,4,5,7,8,0,0
33,Male,British,4,4,5,7,8,0,0
33,Male,British,4,4,5,7,8,0,0
42,Female,Japan,4,6,6,9,4,0,1
42,Female,Japan,4,6,6,9,4,0,1
26,Male,Japan,3,4,6,6,6,0,1
26,Male,Japan,3,4,6,6,6,0,1
43,Male,British,6,10,7,9,9,0,1
43,Male,British,6,10,7,9,9,0,1
61,Female,British,10,8,10,5,3,0,2
61,Female,British,10,8,10,5,3,0,2
51,Male,Japan,2,6,6,8,9,0,2
51,Male,Japan,2,6,6,8,9,1,2
29,Male,Japan,7,7,10,2,10,1,3
29,Male,Japan,7,7,10,2,10,1,3
37,Male,British,2,6,7,8,3,0,1
37,Male,British,2,6,7,8,3,1,1
34,Male,British,4,5,8,6,10,0,1
34,Male,British,4,5,8,6,10,1,1
40,Male,Japan,6,5,6,3,6,0,2
40,Male,Japan,6,5,6,3,6,0,2
40,Male,Japan,6,5,6,3,6,0,2
40,Male,Japan,6,5,6,3,6,0,2
40,Male,Japan,6,5,6,3,6,0,2
40,Male,Japan,6,5,6,3,6,0,2
40,Male,Japan,6,5,6,3,6,0,2
33,Male,British,2,6,6,10,8,0,0
33,Male,British,2,6,6,10,8,1,0
33,Male,British,2,6,6,10,8,0,0
33,Male,British,2,6,6,10,8,1,0
33,Male,British,2,6,6,10,8,0,0
33,Male,British,2,6,6,10,8,1,0
33,Male,British,2,6,6,10,8,1,0
23,Male,British,3,6,6,5,7,0,0
23,Male,British,3,6,6,5,7,1,0
