category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height
House,"[0, 1, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,50202badfd6b50fe.jpg,OpenImages,"[[0, 0, 1022, 679]]",Others,Japan,1024.0,681.0
House,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",23,Male,1,Prolific,8,6,4,6,6,50202badfd6b50fe.jpg,OpenImages,"[[0, 0, 1022, 679]]",Others,UK,1024.0,681.0
Human hand,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,87a52aad8e5ad2bf.jpg,OpenImages,"[[0, 219, 483, 649]]",Person,UK,1024.0,869.0
Cosmetics,"[0, 0, 1, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,87a52aad8e5ad2bf.jpg,OpenImages,"[[0, 274, 891, 207]]",Cosmetics,UK,1024.0,869.0
medicine,"[0, 0, 0, 0, 1, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,Male,0,CrowdWorks,4,5,8,7,7,147415.jpg,LVIS,"[[400, 299, 29, 53], [322, 265, 74, 97]]",Others,Japan,640.0,480.0
laptop_computer,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,0,Prolific,5,7,5,6,5,147415.jpg,LVIS,"[[84, 223, 292, 240]]",Screen,UK,640.0,480.0
medicine,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,0,Prolific,5,7,5,6,5,147415.jpg,LVIS,"[[400, 299, 29, 53], [322, 265, 74, 97]]",Others,UK,640.0,480.0
envelope,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,0,Prolific,5,7,5,6,5,147415.jpg,LVIS,"[[2, 370, 112, 46], [10, 382, 105, 28], [0, 357, 116, 47]]",Others,UK,640.0,480.0
laptop_computer,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,2,Prolific,6,8,8,8,6,147415.jpg,LVIS,"[[84, 223, 292, 240]]",Screen,UK,640.0,480.0
medicine,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,2,Prolific,6,8,8,8,6,147415.jpg,LVIS,"[[400, 299, 29, 53], [322, 265, 74, 97]]",Others,UK,640.0,480.0
envelope,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,2,Prolific,6,8,8,8,6,147415.jpg,LVIS,"[[2, 370, 112, 46], [10, 382, 105, 28], [0, 357, 116, 47]]",Others,UK,640.0,480.0
Person,"[1, 0, 0, 0, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",58,Male,1,CrowdWorks,6,5,6,6,8,3b3e654360810aad.jpg,OpenImages,"[[0, 77, 634, 674], [1, 171, 42, 126], [665, 212, 66, 85], [672, 161, 42, 77], [727, 134, 201, 258]]",Others,Japan,1024.0,752.0
Person,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Female,2,CrowdWorks,8,4,7,5,8,3b3e654360810aad.jpg,OpenImages,"[[0, 77, 634, 674], [1, 171, 42, 126], [665, 212, 66, 85], [672, 161, 42, 77], [727, 134, 201, 258]]",Others,Japan,1024.0,752.0
Person,"[1, 1, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Male,1,Prolific,9,4,9,5,9,3b3e654360810aad.jpg,OpenImages,"[[0, 77, 634, 674], [1, 171, 42, 126], [665, 212, 66, 85], [672, 161, 42, 77], [727, 134, 201, 258]]",Others,UK,1024.0,752.0
Building,"[0, 0, 1, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,CrowdWorks,6,8,5,6,6,a07d695db0b2c700.jpg,OpenImages,"[[208, 353, 40, 43], [315, 329, 8, 70], [324, 318, 38, 80], [552, 358, 201, 59], [576, 294, 107, 60], [686, 259, 65, 102], [860, 334, 110, 76], [905, 347, 110, 83], [976, 262, 46, 84]]",Others,Japan,1024.0,768.0
Skyscraper,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",27,Male,0,Prolific,2,7,7,10,8,a07d695db0b2c700.jpg,OpenImages,"[[364, 286, 65, 108], [974, 243, 48, 96]]",Scenery,UK,1024.0,768.0
Building,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",27,Male,0,Prolific,2,7,7,10,8,a07d695db0b2c700.jpg,OpenImages,"[[208, 353, 40, 43], [315, 329, 8, 70], [324, 318, 38, 80], [552, 358, 201, 59], [576, 294, 107, 60], [686, 259, 65, 102], [860, 334, 110, 76], [905, 347, 110, 83], [976, 262, 46, 84]]",Others,UK,1024.0,768.0
Human hair,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[665, 256, 27, 33], [864, 249, 102, 111]]",Person,Japan,1024.0,768.0
Cabinetry,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[348, 163, 372, 603]]",Others,Japan,1024.0,768.0
Woman,"[0, 0, 0, 0, 1, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[660, 254, 35, 57]]",Person,Japan,1024.0,768.0
Bookcase,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[356, 168, 358, 600]]",Others,Japan,1024.0,768.0
Clothing,"[0, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[0, 468, 256, 299], [892, 304, 51, 57]]",Clothing,Japan,1024.0,768.0
House,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[0, 0, 1022, 766]]",Others,Japan,1024.0,768.0
Human face,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",36,Male,2,CrowdWorks,5,4,6,7,8,831ef1ed000ea182.jpg,OpenImages,"[[668, 270, 19, 24], [894, 264, 36, 38]]",Person,Japan,1024.0,768.0
Woman,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",36,Male,2,CrowdWorks,5,4,6,7,8,831ef1ed000ea182.jpg,OpenImages,"[[660, 254, 35, 57]]",Person,Japan,1024.0,768.0
Cabinetry,"[1, 0, 1, 1, 1, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",30,Male,2,Prolific,6,6,9,4,9,831ef1ed000ea182.jpg,OpenImages,"[[348, 163, 372, 603]]",Others,UK,1024.0,768.0
Shelf,"[0, 0, 1, 1, 1, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",30,Male,2,Prolific,6,6,9,4,9,831ef1ed000ea182.jpg,OpenImages,"[[355, 168, 360, 600]]",Others,UK,1024.0,768.0
Bookcase,"[1, 0, 1, 1, 0, 0]",0,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",30,Male,2,Prolific,6,6,9,4,9,831ef1ed000ea182.jpg,OpenImages,"[[356, 168, 358, 600]]",Others,UK,1024.0,768.0
House,"[0, 1, 1, 0, 1, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",30,Male,2,Prolific,6,6,9,4,9,831ef1ed000ea182.jpg,OpenImages,"[[0, 0, 1022, 766]]",Others,UK,1024.0,768.0
Cabinetry,"[0, 0, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,3,4,9,5,6,831ef1ed000ea182.jpg,OpenImages,"[[348, 163, 372, 603]]",Others,UK,1024.0,768.0
Human face,"[1, 0, 1, 1, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,0e50ea14c4fc1353.jpg,OpenImages,"[[326, 184, 49, 51], [421, 176, 36, 46], [515, 157, 42, 57]]",Person,Japan,1024.0,683.0
Car,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,0e50ea14c4fc1353.jpg,OpenImages,"[[116, 6, 762, 560], [862, 36, 43, 60]]",Others,Japan,1024.0,683.0
Person,"[1, 0, 1, 1, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,0e50ea14c4fc1353.jpg,OpenImages,"[[324, 173, 81, 81], [413, 163, 67, 78], [469, 148, 129, 96], [720, 0, 289, 98]]",Others,Japan,1024.0,683.0
Vehicle registration plate,"[0, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,0e50ea14c4fc1353.jpg,OpenImages,"[[582, 420, 173, 45]]",Vehicle Plate,Japan,1024.0,683.0
Human face,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,0,CrowdWorks,3,4,6,7,6,0e50ea14c4fc1353.jpg,OpenImages,"[[326, 184, 49, 51], [421, 176, 36, 46], [515, 157, 42, 57]]",Person,Japan,1024.0,683.0
Car,"[1, 0, 0, 0, 0, 1]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,0,CrowdWorks,3,4,6,7,6,0e50ea14c4fc1353.jpg,OpenImages,"[[116, 6, 762, 560], [862, 36, 43, 60]]",Others,Japan,1024.0,683.0
Person,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,0,CrowdWorks,3,4,6,7,6,0e50ea14c4fc1353.jpg,OpenImages,"[[324, 173, 81, 81], [413, 163, 67, 78], [469, 148, 129, 96], [720, 0, 289, 98]]",Others,Japan,1024.0,683.0
Vehicle registration plate,"[0, 0, 0, 0, 0, 1]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,0,CrowdWorks,3,4,6,7,6,0e50ea14c4fc1353.jpg,OpenImages,"[[582, 420, 173, 45]]",Vehicle Plate,Japan,1024.0,683.0
Vehicle registration plate,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,3,Prolific,9,8,6,4,5,0e50ea14c4fc1353.jpg,OpenImages,"[[582, 420, 173, 45]]",Vehicle Plate,UK,1024.0,683.0
Vehicle registration plate,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Other,1,Prolific,5,6,10,5,8,0e50ea14c4fc1353.jpg,OpenImages,"[[582, 420, 173, 45]]",Vehicle Plate,UK,1024.0,683.0
identity,"[0, 0, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,2,Prolific,7,9,9,6,6,1dcb56c59a10d0d6.jpg,OpenImages,"[[5, 16, 620, 464]]",Others,UK,640.0,480.0
identity,"[0, 1, 1, 0, 0, 1]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",62,Female,0,Prolific,4,6,10,5,8,1dcb56c59a10d0d6.jpg,OpenImages,"[[5, 16, 620, 464]]",Others,UK,640.0,480.0
ski_boot,"[0, 0, 1, 1, 1, 0]",1,"[0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Female,2,Prolific,6,8,9,6,8,118104.jpg,LVIS,"[[285, 107, 11, 21], [289, 175, 10, 18]]",Others,UK,500.0,328.0
snowboard,"[1, 1, 1, 0, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",43,Female,2,Prolific,6,8,9,6,8,118104.jpg,LVIS,"[[289, 62, 22, 175]]",Others,UK,500.0,328.0
goggles,"[0, 1, 1, 0, 0, 0]",1,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Female,2,Prolific,6,8,9,6,8,118104.jpg,LVIS,"[[212, 110, 19, 15]]",Others,UK,500.0,328.0
glove,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",43,Female,2,Prolific,6,8,9,6,8,118104.jpg,LVIS,"[[148, 146, 20, 13], [285, 60, 14, 9]]",Clothing,UK,500.0,328.0
Object 0,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",49,Female,1,CrowdWorks,4,3,5,10,6,18982.jpg,LVIS,"[[220, 113, 167, 185]]",Others,Japan,640.0,480.0
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",40,Male,2,CrowdWorks,8,5,9,5,8,18982.jpg,LVIS,"[[220, 113, 167, 185]]",Others,Japan,640.0,480.0
dog,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,Female,1,CrowdWorks,5,6,7,10,9,110735.jpg,LVIS,"[[175, 188, 212, 100]]",Pet,Japan,640.0,480.0
dog,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,110735.jpg,LVIS,"[[175, 188, 212, 100]]",Pet,Japan,640.0,480.0
dog,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,3,Prolific,8,9,9,6,5,110735.jpg,LVIS,"[[175, 188, 212, 100]]",Pet,UK,640.0,480.0
dog,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",22,Male,0,Prolific,5,8,6,7,8,110735.jpg,LVIS,"[[175, 188, 212, 100]]",Pet,UK,640.0,480.0
Object 0,"[1, 0, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",48,Female,1,CrowdWorks,5,7,6,6,7,146315.jpg,LVIS,"[[443, 248, 45, 81]]",Others,Japan,640.0,425.0
Object 0,"[0, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,Female,2,CrowdWorks,4,5,5,7,10,146315.jpg,LVIS,"[[443, 248, 45, 81]]",Others,Japan,640.0,425.0
lanyard,"[0, 1, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",56,Male,1,Prolific,3,9,4,2,3,146315.jpg,LVIS,"[[303, 181, 26, 58], [474, 149, 38, 71]]",Others,UK,640.0,425.0
cellular_telephone,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Male,1,Prolific,2,9,9,6,8,146315.jpg,LVIS,"[[360, 237, 39, 25], [213, 215, 37, 27]]",Others,UK,640.0,425.0
lanyard,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Male,1,Prolific,2,9,9,6,8,146315.jpg,LVIS,"[[303, 181, 26, 58], [474, 149, 38, 71]]",Others,UK,640.0,425.0
Person,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,0,CrowdWorks,8,6,7,7,6,12afe1d19dabcba1.jpg,OpenImages,"[[0, 224, 987, 454]]",Others,Japan,1024.0,679.0
Woman,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,0,CrowdWorks,8,6,7,7,6,12afe1d19dabcba1.jpg,OpenImages,"[[754, 248, 106, 162]]",Person,Japan,1024.0,679.0
Man,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,0,CrowdWorks,8,6,7,7,6,12afe1d19dabcba1.jpg,OpenImages,"[[0, 159, 301, 519], [331, 224, 189, 454]]",Person,Japan,1024.0,679.0
Woman,"[0, 1, 1, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",65,Male,0,Prolific,6,3,8,9,9,12afe1d19dabcba1.jpg,OpenImages,"[[754, 248, 106, 162]]",Person,UK,1024.0,679.0
Man,"[0, 1, 1, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",65,Male,0,Prolific,6,3,8,9,9,12afe1d19dabcba1.jpg,OpenImages,"[[0, 159, 301, 519], [331, 224, 189, 454]]",Person,UK,1024.0,679.0
dog,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",52,Female,3,CrowdWorks,6,9,5,8,6,149623.jpg,LVIS,"[[131, 259, 65, 128]]",Pet,Japan,640.0,444.0
Object 0,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Female,3,CrowdWorks,6,9,5,8,6,149623.jpg,LVIS,"[[316, 23, 77, 70]]",Others,Japan,640.0,444.0
dog,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,1,CrowdWorks,4,5,7,9,4,149623.jpg,LVIS,"[[131, 259, 65, 128]]",Pet,Japan,640.0,444.0
Object 0,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,1,CrowdWorks,4,5,7,9,4,149623.jpg,LVIS,"[[316, 23, 77, 70]]",Others,Japan,640.0,444.0
book,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,153638.jpg,LVIS,"[[130, 77, 150, 175], [289, 77, 154, 195]]",Book,Japan,640.0,451.0
Object 1,"[0, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Male,1,Prolific,5,5,8,9,8,153638.jpg,LVIS,"[[127, 13, 142, 63]]",Others,UK,640.0,451.0
Laptop,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,1,CrowdWorks,4,5,5,6,7,55709f00b158ee38.jpg,OpenImages,"[[0, 19, 1003, 748]]",Screen,Japan,1024.0,768.0
Laptop,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,0,CrowdWorks,2,6,5,9,8,55709f00b158ee38.jpg,OpenImages,"[[0, 19, 1003, 748]]",Screen,Japan,1024.0,768.0
Laptop,"[0, 0, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,2,Prolific,4,8,4,9,9,55709f00b158ee38.jpg,OpenImages,"[[0, 19, 1003, 748]]",Screen,UK,1024.0,768.0
Laptop,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,55709f00b158ee38.jpg,OpenImages,"[[0, 19, 1003, 748]]",Screen,UK,1024.0,768.0
bucket,"[1, 1, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",30,Female,0,CrowdWorks,2,3,7,10,9,118113.jpg,LVIS,"[[298, 501, 99, 111]]",Others,Japan,480.0,640.0
book,"[1, 1, 0, 1, 1, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",30,Female,0,CrowdWorks,2,3,7,10,9,118113.jpg,LVIS,"[[203, 550, 47, 35], [273, 212, 67, 12], [285, 182, 41, 12], [278, 200, 58, 13], [268, 130, 64, 35], [281, 191, 37, 13], [229, 277, 57, 9], [290, 257, 86, 22]]",Book,Japan,480.0,640.0
identity,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,CrowdWorks,4,4,4,5,7,186ecafa80d92c9e.jpg,OpenImages,"[[19, 104, 1005, 579]]",Others,Japan,1024.0,683.0
identity,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,Female,1,CrowdWorks,6,8,6,6,7,186ecafa80d92c9e.jpg,OpenImages,"[[19, 104, 1005, 579]]",Others,Japan,1024.0,683.0
identity,"[1, 1, 1, 0, 1, 1]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",60,Male,1,Prolific,2,4,9,3,4,186ecafa80d92c9e.jpg,OpenImages,"[[19, 104, 1005, 579]]",Others,UK,1024.0,683.0
identity,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Female,1,Prolific,7,9,7,4,10,186ecafa80d92c9e.jpg,OpenImages,"[[19, 104, 1005, 579]]",Others,UK,1024.0,683.0
Human body,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,1,CrowdWorks,6,6,6,5,7,36f8e72cc0c8a851.jpg,OpenImages,"[[0, 31, 406, 991], [524, 649, 273, 373]]",Person,Japan,1024.0,1023.0
Human head,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,1,CrowdWorks,6,6,6,5,7,36f8e72cc0c8a851.jpg,OpenImages,"[[35, 31, 377, 446]]",Person,Japan,1024.0,1023.0
Man,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,1,CrowdWorks,6,6,6,5,7,36f8e72cc0c8a851.jpg,OpenImages,"[[0, 24, 395, 998]]",Person,Japan,1024.0,1023.0
Human body,"[1, 0, 1, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,4,6,7,7,10,36f8e72cc0c8a851.jpg,OpenImages,"[[0, 31, 406, 991], [524, 649, 273, 373]]",Person,Japan,1024.0,1023.0
Human head,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,4,6,7,7,10,36f8e72cc0c8a851.jpg,OpenImages,"[[35, 31, 377, 446]]",Person,Japan,1024.0,1023.0
Man,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,4,6,7,7,10,36f8e72cc0c8a851.jpg,OpenImages,"[[0, 24, 395, 998]]",Person,Japan,1024.0,1023.0
Human body,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,1,CrowdWorks,3,6,5,4,4,09e094375efab7fe.jpg,OpenImages,"[[192, 0, 390, 729], [600, 0, 424, 643]]",Person,Japan,1024.0,768.0
Human body,"[0, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",28,Female,3,CrowdWorks,4,5,4,10,8,09e094375efab7fe.jpg,OpenImages,"[[192, 0, 390, 729], [600, 0, 424, 643]]",Person,Japan,1024.0,768.0
television_set,"[0, 1, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,2,CrowdWorks,5,8,5,6,9,157635.jpg,LVIS,"[[395, 0, 130, 116]]",Others,Japan,640.0,480.0
television_set,"[0, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Female,1,Prolific,6,6,9,2,9,157635.jpg,LVIS,"[[395, 0, 130, 116]]",Others,UK,640.0,480.0
Necklace,"[0, 0, 1, 0, 0, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",26,Male,1,Prolific,7,8,6,4,6,16e402457186630b.jpg,OpenImages,"[[75, 31, 939, 992]]",Accessory,UK,1015.0,1024.0
